,Transportation,Business of Science,Global Change,Physics,Chemistry,Computational Sciences,Information Systems,Agriculture,Biology & Medicine,Engineered Technologies,Mathematics,Energy,Social Sciences,Space Sciences,IEEE Spectrum
31,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.54,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
33,0.00019036740909956216,0.22499996,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
36,0.00019036740909956216,0.24181219866666667,0.19142858928571432,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.15749999775,0.00019036740909956216,0.2603156214285714,0.203749999375,0.00019036740909956216,0.41800001,0.32000002,0.32999998,0.00019036740909956216
37,0.39000005000000004,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.42,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.39000005000000004,0.00019036740909956216
38,0.00019036740909956216,0.242337465,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.10556623,0.00019036740909956216,0.00019036740909956216,0.3791087,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
39,0.4,0.00019036740909956216,0.5140312300000001,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.62499997,0.00019036740909956216,0.76210988,0.37022105,0.4,0.00019036740909956216
41,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.56,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
42,0.00019036740909956216,0.19,0.00019036740909956216,0.00019036740909956216,0.50000003,0.00019036740909956216,0.000100000005,0.00019036740909956216,0.66,0.00019036740909956216,0.00019036740909956216,0.50000003,0.66,0.00019036740909956216,0.00019036740909956216
43,0.00019036740909956216,0.4268384,0.25000006,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.12837009,0.64000005,0.44892948000000005,0.2800036376666667,0.00019036740909956216,0.50010854,0.43636271,0.37499997,0.00019036740909956216
45,0.294999985,0.09599999760000001,0.18420706570000003,0.345000005,0.1894505577142857,0.18666664333333335,0.28329749925,0.08000000666666668,0.10000001,0.22891705274430232,0.11200001600000001,0.45,0.23533333466666664,0.025000001,0.92
47,0.19999999999999996,0.4,0.41999995999999995,0.00019036740909956216,0.00019036740909956216,0.215049974995,0.4,0.00019036740909956216,9.999999e-05,0.1550000655,0.000100000005,0.00019036740909956216,0.00019036740909956216,0.250000065,0.00019036740909956216
48,0.15246309999999996,0.00019036740909956216,0.3236673,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.58499995,0.40960759999999996,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.28103534999999996,0.00019036740909956216
49,0.00019036740909956216,0.10000001,0.555000025,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.10000001,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
50,0.00019036740909956216,0.11999999,0.52196245,0.15909287133333333,0.00019036740909956216,0.00019036740909956216,0.000100000005,0.00019036740909956216,0.4158959609090909,0.280565185,0.36894345,0.40112479,0.8190805,0.2273575,0.00019036740909956216
51,0.09999999999999998,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.039999959999999946,0.00019036740909956216,0.039999959999999946,0.00019036740909956216,0.09999999999999998,0.00019036740909956216
52,0.00019036740909956216,0.124999985,0.29898243999999996,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.124999985,0.00019036740909956216,0.00019036740909956216,0.16000001,0.00019036740909956216,0.35216080666666666,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
54,0.32,0.2899999985,0.30833332399999996,0.00019036740909956216,0.80000001,0.00019036740909956216,0.029999997,0.00019036740909956216,0.38749999,0.18666667,0.25,0.80000001,0.00019036740909956216,0.2774999675,0.00019036740909956216
57,0.00019036740909956216,0.62107086,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
59,0.00019036740909956216,0.29999998666666666,0.22978641,0.12,0.12999998999999998,0.11999990000000005,0.06499999999999997,0.00019036740909956216,0.3123598850212766,0.1581481574444444,0.42,0.1520434250689655,0.23000000499999998,0.049999997,0.9600001
60,0.22723727,0.2239734625,0.3381899414285714,0.00019036740909956216,0.5,0.00019036740909956216,0.11567403,0.00019036740909956216,0.42817890999999997,0.221199595,0.00019036740909956216,0.114999995,0.00019036740909956216,0.1629974816666667,0.00019036740909956216
62,0.00019036740909956216,0.33103186,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.33103186,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
64,0.00019036740909956216,0.15,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.4254274,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
65,0.00019036740909956216,0.313312935,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.25500003,0.00019036740909956216,0.70264304,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.70264304,0.00019036740909956216,0.94230103
66,0.00019036740909956216,0.30314326,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
67,0.00019036740909956216,0.07,0.349017715,0.55948703,0.00019036740909956216,0.00019036740909956216,0.6100001,0.00019036740909956216,0.00019036740909956216,0.6100001,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.23115832,0.00019036740909956216
68,0.00019036740909956216,0.22973962,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
69,0.00019036740909956216,0.27,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
72,0.00019036740909956216,0.00019036740909956216,0.29609877749999997,0.54596799,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.34810585000000005,0.00019036740909956216,0.34810585000000005,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
74,0.00019036740909956216,0.032397907,0.6580627299999999,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.37408552,0.200025705,0.00019036740909956216,0.200025705,0.43546224,0.15338211999999998,0.00019036740909956216
79,0.00019036740909956216,0.3183333333333333,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.250093385,0.00019036740909956216,0.45136169333333337,0.39500004,0.43500006,0.47817522500000004,0.359886865,0.35000002,0.00019036740909956216
85,0.06999793,0.01999994,0.3472726894545455,0.23249996974999998,0.635,0.21037415514285712,0.20500000000000002,0.24,0.34972322,0.2672727224545455,0.00019036740909956216,0.4099999915714285,0.279000001,0.23000002,0.00019036740909956216
87,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.25988683,0.00019036740909956216,0.00019036740909956216
88,0.25007086999999995,0.08272707,0.4575,0.406395265,0.00019036740909956216,0.00019036740909956216,0.244649095,0.00019036740909956216,0.45273770250000006,0.2536525975,0.36,0.19116725866666665,0.320941,0.18267393499999995,0.00019036740909956216
89,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.35328558,0.00019036740909956216,0.00019036740909956216,0.35328558,0.00019036740909956216,0.00019036740909956216,0.2410708,0.00019036740909956216,0.00019036740909956216
90,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.2766428,0.00019036740909956216,0.39230818,0.2766428,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
91,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.30426299999999995,0.00019036740909956216,0.30426299999999995,0.33873588,0.00019036740909956216,0.00019036740909956216
92,0.00019036740909956216,0.11500001,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
94,0.00019036740909956216,0.115,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.28303538500000003,0.00019036740909956216,0.00019036740909956216
96,0.00019036740909956216,0.15803061,0.42759694,0.92000005,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.358636298125,0.50884542,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.20667914,0.00019036740909956216
101,0.22587834799999998,0.3285242596666667,0.12490076666666665,0.0204926935,0.020000000000000018,0.248523,0.2605187,0.00019036740909956216,0.2634426859230769,0.39147677772727274,0.00019036740909956216,0.3186904643076923,0.20776963,0.0045969207,0.00019036740909956216
102,0.00019036740909956216,0.6932783,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.6932783,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
108,0.18000006999999996,0.24139796,0.6748941833333334,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.24139796,0.00019036740909956216,0.533870845,0.29057157,0.00019036740909956216,0.29057157,0.11523128,0.13606918499999998,0.00019036740909956216
110,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.145,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
112,0.00019036740909956216,0.20749998,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
113,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.18999998,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.18999998,0.00019036740909956216
114,0.00019036740909956216,0.08509912,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.38612056,0.00019036740909956216,0.00019036740909956216
115,0.13481189999999998,0.3173044866666666,0.90056086,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.24156006,0.00019036740909956216,0.00019036740909956216,0.28858914999999996,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.24493191333333333,0.00019036740909956216
122,0.00019036740909956216,0.13500001949999998,0.43749986,0.06599998680000002,0.00019036740909956216,0.38285716000000003,0.100000009,0.00019036740909956216,0.40963654370370367,0.2160002112,0.00019036740909956216,0.47500027499999997,0.04,0.14499997999999997,0.00019036740909956216
124,0.00019036740909956216,0.031807903,0.19794941166666669,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.33832142,0.00019036740909956216,0.00019036740909956216,0.60916071,0.4499999,0.00019036740909956216,0.37236136,0.00019036740909956216,0.00019036740909956216
133,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.05499290000000001,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.05499290000000001,0.00019036740909956216
136,0.00019036740909956216,0.18000002,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.19276242,0.00019036740909956216,0.00019036740909956216
139,0.00019036740909956216,0.28000003,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.28000003,0.00019036740909956216,0.34615386,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
140,0.00019036740909956216,0.13999999,0.13,0.00019036740909956216,0.00019036740909956216,0.13999999,0.00019036740909956216,0.00019036740909956216,0.35142945999999997,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
145,0.20500004000000005,0.00019036740909956216,0.50085574,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.81519505,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.37158983,0.00019036740909956216
148,0.4241249,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.40240770000000003,0.00019036740909956216,0.00019036740909956216,0.22424676,0.41326630000000003,0.00019036740909956216
153,0.00019036740909956216,0.68,0.6300000299999999,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.36,0.00019036740909956216,0.51000006,0.3,0.00019036740909956216,0.00019036740909956216,0.39999998999999997,0.00019036740909956216,0.00019036740909956216
154,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.5,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.37249999,0.00019036740909956216,0.64999998,0.30314347,0.09499999999999997,0.00019036740909956216
159,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.13,0.00019036740909956216,0.13,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
160,0.00019036740909956216,0.16499998,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.21016438,0.00019036740909956216,0.00019036740909956216,0.21016438,0.00019036740909956216,0.00019036740909956216,0.16499998,0.00019036740909956216,0.00019036740909956216
161,0.00019036740909956216,0.33289316,0.5888637680000001,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.436634465,0.00019036740909956216,0.3447313433333334,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
163,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.3031433,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
164,0.00019036740909956216,0.00019036740909956216,0.824999995,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.21999999999999997,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
166,0.00019036740909956216,0.05749340000000003,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.05749340000000003,0.00019036740909956216,0.15571324,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
171,0.00019036740909956216,0.06501733,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.06501733,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
172,0.00019036740909956216,0.132879085,0.8559953,0.12413697,0.00019036740909956216,0.00019036740909956216,0.15406737,0.00019036740909956216,0.00019036740909956216,0.6375000200000001,0.00019036740909956216,0.61929391,0.1501711,0.4235103933333333,0.00019036740909956216
175,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.5750000200000001,0.00019036740909956216,0.5750000200000001,0.39560485,0.00019036740909956216,0.00019036740909956216
176,0.11000029333333332,0.06100731439999999,0.35829116,0.25,0.10378042500000001,0.051036372875,0.1653016517777778,0.13809523433333334,0.0500000015,0.26959241699973685,0.40000000999999996,0.08,0.20460977133333336,0.0250021005,0.96
177,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.25639972,0.00019036740909956216,0.00019036740909956216,0.25639972,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
182,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.17984946,0.00019036740909956216,0.17984946,0.00019036740909956216,0.06999993000000004,0.00019036740909956216
185,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.391822645,0.00019036740909956216,0.00019036740909956216
188,0.00019036740909956216,0.18,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.2564,0.00019036740909956216,0.00019036740909956216,0.2564,0.00019036740909956216,0.00019036740909956216,0.414999995,0.00019036740909956216,0.00019036740909956216
191,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.26767394499999997,0.00019036740909956216
192,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.08360623,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
199,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.31499998999999995,0.00019036740909956216,0.31499998999999995,0.5325,0.00019036740909956216,0.00019036740909956216
201,0.00019036740909956216,0.239916721,0.00019036740909956216,0.43121555,0.00019036740909956216,0.4959487,0.39623798499999996,0.00019036740909956216,0.35475375857142855,0.38093525111111115,0.38736477,0.40844487166666665,0.18452040000000003,0.55,0.00019036740909956216
205,0.00019036740909956216,0.40489830000000004,0.00019036740909956216,0.00019036740909956216,0.30012023,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.255060115,0.40489830000000004,0.00019036740909956216,0.00019036740909956216
213,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.475000025,0.00019036740909956216,0.00019036740909956216
218,0.00019036740909956216,0.25097049457142856,0.00019036740909956216,0.07983095,0.00019036740909956216,0.00019036740909956216,0.2710017255,0.00019036740909956216,0.09333333166666667,0.297341025,0.00019036740909956216,0.049999950000000015,0.19999999,0.00019036740909956216,0.00019036740909956216
222,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.10000001,0.00019036740909956216,0.00019036740909956216
230,0.00019036740909956216,0.028773194,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.1136396,0.00019036740909956216,0.1136396,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216
232,0.00019036740909956216,0.17499998,0.00019036740909956216,0.00019036740909956216,0.625,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.5011370900000001,0.00019036740909956216,0.00019036740909956216,0.75302747,0.46341739,0.00019036740909956216,0.00019036740909956216
233,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.105000004,0.00019036740909956216,0.00019036740909956216
239,0.00019036740909956216,0.30640449999999997,0.00019036740909956216,0.37077937,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.30640449999999997,0.17833957,0.00019036740909956216
240,0.00019036740909956216,0.00019036740909956216,0.14181401,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.13515612,0.00019036740909956216
241,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.00019036740909956216,0.08046256,0.10242918,0.00019036740909956216
